NER_DATA,TAG
ಸುಬ್ರಹ್ಮಣ್ಯ,I-LOC
ದೇವಾಲಯದ,O
ಅನ್ನದಾನಗ್,O
ತೆಲಂಗಾಣದ,O
ಸಚಿವೆರ್,B-POL
ಶ್ರೀನಿವಾಸ,B-PER
ರೆಡ್ಡಿ,I-PER
ಪನ್ಪುನಾರ್,O
ಒಂಜಿ,O
ಕೋಟಿ,O
ರೂ.,O
*,O
ಪನವುನು,O
ಅನ್ನದಾನಗ್,B-FUN
ಕೊರ್ದು,O
ಪರಕೆ,O
ಸಂದಾಯೆರ್.,O
*,O
ತನ್ನ,O
ಮಗಲ್,B-FAM
ನ,O
ಮದಿಮೆಗಾದ್,B-FUN
ಮಲ್ತಿನ,O
ಪ್ರಾರ್ಥನೆ,O
ಫಲಿಸಾಯಿನ,O
ಕಾರಣ,O
ಈ,O
ಸೇವೆ,O
ಸಂದೈತ,O
ಮಲ್ದೆರ್.,O
*,O
ಸಚಿವೆರ್,B-POL
ಶ್ರೀನಿವಾಸ,B-PER
ರೆಡ್ಡಿ,I-PER
ಕುಟುಂಬ,B-FAM
ಸಮೇತ,O
ಶ್ರೀ,O
ಕ್ಷೇತ್ರಗ್,O
ಬತ್ತ್,O
ದ್,O
ಅಪಾರ,O
ಭಕ್ತಿ,O
ತೊಜಪಾದೆರ್.,O
*,O
ಈ,O
ಪೊರ್ತುಡು,O
ಅರೆನ,B-COM
ಒಟ್ಟಿಗೆ,O
ಮಗಲ್,B-FAM
ಮರ್ಮಯೆ,I-FAM
ಅಣ್ಣೆ,I-FAM
ಬೊಕ್ಕ,O
Read,O
more…161,O
ಎತ್ತಿನಹೊಳೆ,B-FUN
ಯೋಜನೆ,I-FUN
ಪರೀಕ್ಷೆ,B-ACD
ಮಲ್ಪುನಗ,O
ಸುಮಾರ್,O
ಕಡೆಟ್ಟ್,O
ಕುಡ,O
ಜಲ,O
ಸ್ಫೋಟ,O
ಆತ್ಂಡ್,O
!,O
*,O
ಹೆಬ್ಬಸಾಲೆದ,B-LOC
ದೇಖ್ಲಾ,I-LOC
ಗ್ರಾಮಡ್,B-GPE
ಪೈಪ್,O
ಪುಡಾದ್,O
ಮಸ್ತ್,O
ಪ್ರಮಾಣದ,O
ನೀರ್,O
ಜತ್ತ್,O
ಬೈದಿ,O
ನೆರ್ದಾವರ,O
ಕೈತಲ್,O
ದಕ್ಲೆನ,O
ಇಲ್ಲಗ್,O
ನೀರ್,O
ಪೊಗ್ಗುದುಂಡು.,O
*,O
ಪೈಪ್,O
ರ್ದ್,O
ಮಸ್ತ್,O
ಪ್ರಮಾಣದ,O
ನೀರ್,O
ಪಿದಯಿ,O
ಬತ್ತಿರ್ನೆದಾವೆರ,O
ಮಾರ್ಗದ,O
ಬರಿತ್ತ,O
ಇಲ್ಲ್,B-ACD
ಗ್,O
ತೊಂದರೆ,O
ಆತ್ಂಡ್.,O
*,O
ಅತ್ತಂದೆ,O
ಮಾರ್ಗಗ್,O
ನೀರ್,O
ಪೊಗ್ಗುದು,O
ಕೆಸರಾತ್ಂಡ್.,O
*,O
ರಡ್ಡ್,O
ವಾರದ,O
ಪಿರವು,O
ಹಾರ್ಲೆ,B-LOC
ಕೂಡುದ,I-LOC
ಕೈತಲ್,O
Read,O
more…162,O
ಕಳಿಯ,B-LOC
ಗೇರುಕಟ್ಟೆದ,I-LOC
ಕಳಿಯ,O
ಪ್ರಾಥಮಿಕ,B-ACD
ಕೃಷಿ,O
ಪತ್ತಿನ,O
ಸಹಕಾರ,B-ACD
ಸಂಘದ,I-ACD
ಆಡಳಿತ,B-ORG
ಮಂಡಳಿ,I-ORG
ನಿರ್ದೇಶಕೆರೆನ,B-ROL
ವೋಟು,O
ಡಿ.19,B-DATE
ಕ್ಕ್,O
ಸೊಸೈಟಿ,O
ಸಭಾಂಗಣಡ್,O
ನಡತ್ಂಡ್.,O
*,O
ಈ,O
ವೋಟುಡು,B-POL
ಬಿಜೆಪಿ,I-POL
ಬೆಂಬಲವಾದ್,O
ಉಂತಿನ,O
ಸಹಕಾರಿ,O
ಭಾರತಿ,B-PER
ಅಭ್ಯರ್ಥಿ,I-PER
12,B-NUM
ಟ್ಟ್,O
12,B-NUM
ಜನಲ,B-COM
ಗೆಂದ್,O
ದೆರ್.,O
*,O
ಮಾಜಿ,O
ಗುರ್ಕಾರೆ,B-ROL
ವಸಂತ,B-PER
ಮಜಲು,I-PER
ಹರಿದಾಸ್,I-PER
ಪಡಂತ್ತಾಯ,I-PER
ಕುಶಾಲಪ್ಪ,I-PER
ಗೌಡ,I-PER
ಗೋಪಾಲ,I-PER
ಬನ,O
ಬಾಲಕೃಷ್ಣ,B-PER
ಗೌಡ,I-PER
ಬಿರ್ಮೊಟ್ಟು,B-LOC
ಲೋಕೇಶ್,B-PER
ನಾಳ,I-PER
ಶೇಖರ್,I-PER
ನಾಯ್ಕ,I-PER
ಉದಿತ್,I-PER
ಕುಮಾರ್,I-PER
Read,O
more…163,O
ಕೇರಳದ,B-LOC
ತ್ರಿಶೂರ್,I-LOC
ಡ್,O
ಜ.59,B-DATE
ಮುಟ್ಟ,O
ನಡಪುನ,O
7ನೇ,B-NUM
ಅಂತರಾಷ್ಟ್ರೀಯ,B-GPE
ಚಲನ,B-ENT
ಚಿತ್ರೋತ್ಸವಗ್,I-ENT
ಇಂಚಿಪ್ಪ,O
ಬುಡುಗಡೆ,O
ಆಯಿನ,O
ತುಳುತ್ತ,O
ಸುರುತ್ತ,O
ಸಂಶೋಧನಾತ್ಮಕ,O
ಸಾಕ್ಷ್ಯಚಿತ್ರ,B-ENT
“ಪುರ್ಸ,O
ಕಟ್ಟುನೆ,O
ಇನಿಕೋಡೆ,O
ಎಲ್ಲೆ”,O
ಆಯ್ಕೆ,O
ಆತ್ಂಡ್.,O
*,O
ವಿಕಿಪೀಡಿಯ,B-ORG
ಫೌಂಡೇಶನ್,I-ORG
ತಯಾರ್,O
ಮಲ್ತಿನ,O
ಈ,O
ಸಾಕ್ಷ್ಯಚಿತ್ರದ,B-ENT
ನಿರ್ಮಾಣನ್,O
ಭರತೇಶ,B-PER
ಅಲಸಂಡೆಮಜಲು,I-PER
ಬೊಕ್ಕ,O
ಡಾ.ವಿಶ್ವನಾಥ,B-PER
ಬದಿಕಾನ,I-PER
ಮಲ್ದೆರ್.,O
*,O
ಡಾ.ಸುಂದರ,B-PER
ಕೇನಾಜೆ,I-PER
ಚಿತ್ರಕತೆ,O
ಬರೆದ್,O
ನಿರ್ದೇಶನ,B-ROL
ಮಲ್ದೆರ್.,O
*,O
ಭಾರತದ,B-LOC
ಬೇತೆ,B-ACD
ಬೇತೆ,I-ACD
ಭಾಷೆಲೆಡ್,O
ಆಯ್ಕೆ,O
ಆಯಿನ,O
70,B-NUM
ಸಾಕ್ಷ್ಯಚಿತ್ರ,B-ENT
Read,O
more…164,O
ಆಸ್ಟ್ರೇಲಿಯಾ,B-LOC
ಸ್ಟಾರ್,B-SPT
ಕ್ರಿಕೆಟರ್,I-SPT
ಪ್ಯಾಟ್,I-SPT
ಕಮಿನ್ಸ್,I-SPT
ನ್,O
ಸನ್,B-SPT
ರೈಸರ್ಸ್,I-SPT
ಹೈದರಾಬಾದ್,I-SPT
ಟೀಮ್,I-SPT
ದಕುಲು,O
ಬಿಡ್,O
ಡ್,O
20.5,B-NUM
ಕೋಟಿ,O
ರೂ.ಗ್,O
ದೆತೊಂದೆರ್.,O
*,O
ಕಮಿನ್ಸ್,O
ನ್,O
ಎಚ್ಚ,O
ಬಿಲೆಕ್ಕ್,O
ದೆತೊನಿಯೆರೆ,O
ಚೆನ್ನೈ,B-SPT
ಸೂಪರ್,I-SPT
ಕಿಂಗ್ಸ್,I-SPT
ರಾಯಲ್,I-SPT
ಚಾಲೆಂಜರ್ಸ್,I-SPT
ಬೆಂಗ್ಲೂರು,I-SPT
ಸನ್,I-SPT
ರೈಸರ್ಸ್,I-SPT
ಹೈದರಾಬಾದ್,I-SPT
ಬೊಕ್ಕ,O
ಬೊಂಬೈ,B-SPT
ಇಂಡಿಯನ್ಸ್,I-SPT
ದುಂಬು,O
ಬತ್ತ್,O
ದ್,O
ಇತ್ತ್ಂಡ್.,O
*,O
ಉಂದು,B-SPT
ಐಪಿಎಲ್,I-SPT
ಇತಿಹಾಸಡೇ,O
ಕ್ರಿಕೆಟರ್,B-SPT
ಒರಿಯಗ್,O
ತಿಕಿನ,O
ಮಲ್ಲ,O
ಸಂಭಾವನೆ.,O
*,O
ನೆರ್ದ್,O
ದುಂಬು,O
ಮಲ್ಲ,O
ಬಿಲೆಕ್ಕ್,O
Read,O
more…165,O
ಕೇರಳಡ್,B-LOC
ಕೋವಿಡ್,B-MED
19,B-NUM
ಕೇಸ್,O
ವರದಿ,O
ಆವೊಂದು,O
ಇಪ್ಪುನ,O
ನಿಲೆಟ್ಟ್,O
ಕರ್ನಾಟಕಡ್,B-LOC
ಅಗತ್ಯ,O
ಮುಂಜಾಗ್ರತೆ,O
ಬೊಕ್ಕ,O
ಪೂರ್ವಭಾವಿ,O
ಕ್ರಮನ್,O
ಪಾಲನೆ,O
ನಿಲೆಟ್ಟ್,O
ಸರ್ಕಾರ,B-ORG
ಪೊಸ,O
ಮಾರ್ಗಸೂಚಿ,O
(ಗೈಡ್,O
ಲೈನ್ಸ್),O
ಬುಡುಗಡೆ,O
ಮಲ್ದ್ಂಡ್.,O
*,O
ಭಾರತ,B-ORG
ಸರ್ಕಾರದ,I-ORG
ಮಾರ್ಗಸೂಚಿ,O
ಪ್ರಕಾರ,O
ಅನಗತ್ಯ,O
ಪೋಡಿಗೆರ್ದ್,O
ಇತ್ತೆನೇ,O
ಕೇರಳ,B-LOC
ಬೊಕ್ಕ,O
ತಮಿಳುನಾಡ್,B-LOC
ರಾಜ್ಯಗ್,B-GPE
ಸೇರ್ದಿನ,O
ಕರ್ಮಾಟಕದ,B-LOC
ಗಡು,O
ಜಿಲ್ಲೆಡ್,B-GPE
ನಿರ್ಬಂಧ,O
ಪಾಡುನ,O
ಅವಶ್ಯಕತೆ,O
ಇಜ್ಜಿ.,O
*,O
•ಈ,O
ಗಡಿ,O
ಜಿಲ್ಲೆಡ್,B-GPE
ಎಚ್ಚರಿಕೆಡ್,O
ಪರೀಕ್ಷೆನ್,B-ACD
ನಡಪಾವುನೇ,O
ಬೊಕ್ಕ,O
ವರದಿ,O
Read,O
more…166,O
ಶಿಶಿಲ,B-LOC
ಕೋಟೆ,I-LOC
ಬಾಗಿಲು,I-LOC
ನಿವಾಸಿ,B-PER
ಸುರೇಶ್,I-PER
ಪನ್ಪುನಾಯೆ,O
ಬೊಡೆದಿ,B-FAM
ಬೋಕ್ಕ,O
ಮಗಲೆನ,B-FAM
ಮಿತ್ತ್,O
ಮಾರಣಾಂತಿಕ,O
ಪೆಟ್ಟ್,O
ಮಲ್ತಿನ,O
ಘಟನೆ,O
ಡಿ.18,B-DATE
ಕ್ಕ್,O
ನಡತ್ಂಡ್.,O
*,O
ಸುರೇಶ್,B-PER
ಪನ್ಪುನಾಯೆ,O
ತನ್ನ,O
ಬೊಡೆದಿನ,B-FAM
ಮೋನೆಗ್,O
ಚುಚ್ಚಿದ್,O
ಮಾಸ,O
ದೆತ್ತ್,O
ದೆ,O
ಅತ್ತಂದೆ,O
ಕಣ್ಣ್,B-MED
ಗ್,O
ಕೋಲ್,O
ಡ್,O
ಕುಟ್ಟುದು,O
ಎಡತ್ತ,O
ಕಣ್ಣ್,B-MED
ಗ್,O
ಪೆಟ್ಟ್,B-MED
ಮಲ್ದೆ.,O
*,O
ಬೊಕ್ಕ,O
ಮಗಲೆಗ್,B-FAM
ತರೆಕ್ಕ್,O
ಹಾಕ್,O
ದೆ.,O
*,O
ಬೊಕ್ಕ,O
ಅಪ್ಪೆ,B-FAM
ಮಗಲ್,I-FAM
ರಡ್ಡ್,O
ಜನಲ,B-COM
ತಪ್ಪಾವೊಂದು,O
ಕೈತಲ್,O
ದಕ್ಲೆಡ,O
Read,O
more…167,O
ಮೀರಾರೋಡ್,B-LOC
ಒಡಿಪುದ,I-LOC
ಅಷ್ಟ,O
ಮಠಟ್ಟ್,O
ಒಂಜಿ,O
ಆಯಿನ,O
ಪಲಿಮಾರು,O
ಮಠತ್ತ,O
ಶ್ರೀ,O
ವಿದ್ಯಾಧೀಶ,B-LOC
ತೀರ್ಥ,I-LOC
ಸ್ವಾಮೀಜಿನ,B-PER
ಪ್ರೇರಣೆದಂಚ,O
ಪಲಿಮಾರು,B-LOC
ಮಠದ,I-LOC
ಬಾಲಾಜಿ,I-LOC
ಸನ್ನಿಧಿಡ್,I-LOC
ಸುಬ್ರಹ್ಮಣ್ಯ,B-FUN
ಷಷ್ಠಿ,I-FUN
ಉಚ್ಚಯೊನ್,I-FUN
ಧಾರ್ಮಿಕ,O
ಕಾರ್ಯಕ್ರಮದೊಟ್ಟಿಗೆ,B-FUN
ಭಾರಿ,O
ಶ್ರದ್ಧಾಭಕ್ತಿಡ್,O
ಆಚರಣೆ,O
ಮಲ್ತೆರ್.,O
*,O
ಕಾಂಡೆ,O
8.3,B-NUM
ರ್ದ್,O
ಪುಣ್ಯಾಹವಾಚನ,B-FUN
ನವಕ,I-FUN
ಪ್ರಧಾನ,I-FUN
ಹೋಮ,I-FUN
ಸಾಮೂಹಿಕ,O
ಅಶ್ಲೇಷ,B-FUN
ಬಲಿ,I-FUN
ಸುಬ್ರಹ್ಮಣ್ಯ,O
ದೇವೆರೆಗ್,O
ಕಲಶಾಭಿಷೇಕ,B-FUN
ತನುತಂಬಿಲ,I-FUN
ಮಹಾಪೂಜೆ,I-FUN
ಬೊಕ್ಕ,O
ಅನ್ನಸಂತರ್ಪಣೆ,O
ನಡಪೆರೆ,O
ಉಂಡು.,O
*,O
ಬಾಲಾಜಿ,B-PER
ಸನ್ನಿಧಿ,O
ಬೊಕ್ಕ,O
ಮಠದ,O
Read,O
more…168,O
ಪುತ್ತೂರು,B-LOC
ಪಂಚ,O
ದ್ರಾವಿಡ,O
ಭಾಷೆಡ್,O
ತುಳು,O
ಬಾಷೆ,O
ಪ್ರಾಚೀನವಾದ್,O
12,B-NUM
ನೇ,O
ಶತಮಾನದ,O
ಶಿಲಾ,O
ಶಾಸನಲೆನ್,O
ಅಧ್ಯಯನ,O
ಮಲ್ಪುನಗ,O
ನೆತ್ತ,O
ಬಗೆಟ್ಟ್,O
ವಿವರ,O
ತಿಕ್ಕುಂಡು,O
ಪಂದ್,O
ಜೈ,O
ತುಳುನಾಡು,B-LOC
ಕಾಸ್ರೋಡು,I-LOC
ವಿಭಾಗದ,O
ಗುರ್ಕಾರ್ದಿ,B-ROL
ಕುಶಾಲಾಕ್ಷಿ,B-PER
ವಿ,I-PER
ಕುಲಾಲ್,I-PER
ಪಂಡೆರ್.,O
*,O
ಆರ್,O
ಪುತ್ತೂರುದ,B-LOC
ವಿವೇಕಾನಂದ,B-ORG
ಕಾಲೇಜ್,I-ORG
ಆಫ್,I-ORG
ಎಂಜಿನಿಯರಿಂಗ್,I-ORG
ಆಂಡ್,I-ORG
ಟೆಕ್ನಾಲಜಿ,I-ORG
ಬೊಕ್ಕ,O
ವಿದ್ಯಾಭಾರತಿ,B-ORG
ಉಚ್ಚ,I-ORG
ಶಿಕ್ಷಣ,I-ORG
ಸಂಸ್ಥಾನ,O
ನೆತ್ತ,O
ಸಂಯುಕ್ತ,O
ಆಶ್ರಯಡ್,O
ಕಾಲೇಜ್,B-ACD
ದ,O
ಶ್ರೀರಾಮ,B-LOC
ಸಭಾ,I-LOC
ಭವನಡ್,O
Read,O
more…169,O
ಸುಬ್ರಹ್ಮಣ್ಯ,B-LOC
ಕುಕ್ಕೆ,I-LOC
ಶ್ರೀ,I-LOC
ಸುಬ್ರಹ್ಮಣ್ಯ,I-LOC
ದೇವಲ್ಯಡ್,O
ಷಷ್ಠಿದ,O
ದಿನವಾಯಿನ,O
ಸೋಮಾರ,O
ಬೊಲ್ಪುಗು,O
ಭಕ್ತೆರೆನ,B-PER
ಸಮ್ಮುಖಡ್,O
ಚಂಪಾಷಷ್ಠಿ,B-FUN
ಜಾತ್ರೆ,I-FUN
ಉಚ್ಚಯ,O
ಮಲ್ಲ,O
ತೇರ್,B-FUN
ಒಯಿಪುನ,O
ಲೇಸ್,B-FUN
ಮುಗಿತಲ,O
ಆಂಡ್.,O
*,O
ಬೊಲ್ಪುಗು,O
ಶ್ರೀ,O
ಕುಕ್ಕೆ,O
ಸುಬ್ರಹ್ಮಣ್ಯ,O
ದೇವೆರೆನ,O
ಮಲ್ಲ,O
ತೇರ್,B-FUN
ಒಯಿಪುನ,O
ಲೇಸ್,B-FUN
ದ,O
ವೈದಿಕ,O
ವಿದಿವಿಧಾನನ್,O
ಶ್ರೀ,O
ದೇವಲ್ಯದ,O
ಪ್ರಧಾನ,O
ಅರ್ಚಕೆರ್,B-ROL
ಸೀತಾರಾಮ,B-PER
ಎಡಪಡಿತ್ತಾಯೆರ್,I-PER
ಮಲ್ತೆರ್.,O
*,O
ಸಾರರ್ದ್,O
ಎಚ್ಚ,O
ಭಕ್ತೆರ್,O
ಶ್ರೀ,O
ದೇವೆರೆನ,O
ಮಲ್ಲ,O
ತೇರ್,B-FUN
ನ್,O
ಜಯಘೋಷದೊಟ್ಟಿಗೆ,O
ಒಯಿತೆರ್.,O
*,O
ವರ್ಷಡ್,O
Read,O
more…170,O
ಹಳೆಯಂಗಡಿ,B-LOC
ಕದಿಕೆ,I-LOC
ಕಲ್ಲಾಡಿ,I-LOC
ಗೀತಾ,O
ನಿವಾಸದ,O
ತಿಮ್ಮಯ್ಯ,B-PER
ಕೆ.,I-PER
*,O
ಸುವರ್ಣ,B-PER
ಮೆರೆನ,B-COM
ಬೊಡೆದಿ,B-FAM
ಪ್ರಗತಿಪರ,O
ಕೃಷಿಕೆರ್,O
ಗೀತಾ,B-PER
ಟಿ.,I-PER
*,O
ಸುವರ್ಣ,B-PER
-69,B-NUM
ಮೇರ್,B-COM
ತಿಗಲೆ,O
ಬೇನೆಡ್,O
ತೀರ್,O
ಪೋಯೆರ್.,O
*,O
ಮೆರೆಗ್,B-COM
ಹಳೆಯಂಗಡಿ,B-LOC
ಪಡುಪಣಂಬೂರು,I-LOC
ವ್ಯವಸಾಯ,B-ORG
ಸೇವಾ,I-ORG
ಸಹಕಾರಿ,I-ORG
ಸಂಘದ,I-ORG
ಸಿಇಒ,B-ROL
ಹಿಮಕರ್,B-PER
ಟಿ.,I-PER
*,O
ಸುವರ್ಣ,B-PER
ಸೇರ್ದ್,O
2,B-NUM
ಆಂಜೋಕುಲು,O
2,B-NUM
ಪೊಣ್ಣು,B-FAM
ಜೋಕುಲು,I-FAM
8,B-NUM
ಜನ,B-COM
ಪುಲ್ಲಿನಕುಲು,B-FAM
ಉಲ್ಲೆರ್.,O
*,O
ಕೃಷಿಕೆರಾದ್,O
ಹೈನುಗಾರಿಕೆಡ್,O
ಮಸ್ತ್,O
ಅನುಭವ,O
ಇಪ್ಪುನ,O
ಮೇರ್,B-COM
ಸಮಾಜದ,I-COM
ಹಿತ,O
Read,O
more…171,O
ಮುಂಡ್ಕೂರು,B-LOC
ಮುಲ್ಲಡ್ಕದ,I-LOC
ನಾನಿಲ್ತಾರು,B-ORG
ಕುಲಾಲ,I-ORG
ಸಂಘ,I-ORG
(ರಿ.,I-ORG
*,O
)ದ,O
ಸದಸ್ಯೆರ್,O
ಡಿ.17,B-DATE
ಕ್ಕ್,O
ದೇವಸ್ಥಾನೊಲೆಗ್,O
ಪ್ರವಾಸ,B-TRS
ಪೋದಿತ್ತೆರ್.,O
*,O
ಆನೆಗುಡ್ಡೆ,B-LOC
ವಿನಾಯಕ,B-ORG
ದೇವಲ್ಯ,O
ಕುಂಭಾಶಿ,B-LOC
ಚಂಡಿಕಾ,O
ದುರ್ಗಾಪರಮೇಶ್ವರಿ,O
ದೇವಲ್ಯ,O
ಕುಂಭಾಶಿ,B-LOC
ಕಮಲಶಿಲೆ,O
ದೇವಲ್ಯ,O
ಬೊಕ್ಕ,O
ಅಲ್ಪ,O
ಇಪ್ಪುನ,O
ಸುಪಾರ್ಶ್ವ,O
ಗುಹೆದ,O
ದರ್ಶನ,O
ಪಡೆಯೆರ್.,O
*,O
ಈ,O
ಗುಹೆ,O
ಸ್ವಾಭಾವಿಕವಾದ್,O
ನಿರ್ಮಾಣ,O
ಆತ್ಂಡ್.,O
*,O
ಸಾರರ್ದ್,O
ಎಚ್ಚ,O
ವರ್ಷದ,O
ಪಿರವು,O
ಸುಪಾರ್ಶ್ವ,B-PER
ಪನ್ಪುನ,I-PER
ಋಷಿ,I-PER
ಈ,O
ಗುಹೆಟ್ಟ್,O
ತಪಸ್ಸ್,O
ಮಲ್ದೆರ್,O
ಪಂದ್,O
ಈ,O
ಗುಹೆಗ್,O
ಸುಪಾರ್ಶ್ವ,O
ಗುಹೆ,O
Read,O
more…172,O
ಉಳ್ಳಾಲ,B-LOC
ಸೋಮೇಶ್ವರ,I-LOC
ಕಡಲ್,O
ದ,O
ಬರಿಟ್ಟ್,O
ಇನಿ,O
ಬೊಲ್ಪುಗು,O
ಮಹೇಶ್,B-TRS
ಟ್ರಾವೆಲ್ಸ್,I-TRS
ಬಸ್,I-TRS
ತ್ತ,O
ಡ್ರೈವರ್,B-ROL
ಜಗದೀಶ್,B-PER
ಶೆಟ್ಟಿ,I-PER
-38,B-NUM
ಮೆರೆನ,B-COM
ಪುನ,O
ಪತ್ತೆ,O
ಆತ್ಂಡ್.,O
*,O
ಮೇರ್,B-COM
ಸೋಮೇಶ್ವರ,B-LOC
ರುದ್ರಪಾದೆರ್ದ್,I-LOC
ಲಾಗಿದ್,O
ಆತ್ಮಹತ್ಯೆ,O
ಮಲ್ತೊಂದೆರ್,O
ಪಂದ್,O
ತೆರಿದ್,O
ಬೈದ್ಂಡ್.,O
*,O
ಕೋಟೆಕಾರು,B-LOC
ಪೇಂಟೆದ,I-LOC
ಕೊಂಡಾಣದ,I-LOC
ವಿದ್ಯಾನಗರ,I-LOC
ನಿವಾಸಿ,B-PER
ಜಗದೀಶ್,I-PER
ಶೆಟ್ರ್,I-PER
ಕುಡ್ಲ,B-LOC
ತಲಪಾಡಿ,I-LOC
ರೂಟ್,O
ನಂ.43,B-NUM
ಮಹೇಶ್,B-PER
ಬಸ್,B-TRS
ಡ್,O
ಡ್ರೈವರಾದಿತ್ತೆರ್.,B-ROL
*,O
ಮೇರ್,B-COM
ಸೋಮಾರ,O
ರಾತ್ರೆ,O
ಇಲ್ಲಗ್,O
ಪೋವಂದೆ,O
ನಾಪತ್ತೆ,O
ಆದಿತ್ತೆರ್.,O
*,O
Read,O
more…173,O
ಬಂಟ್ವಾಳ,B-LOC
ಪೊಳಲಿ,I-LOC
ಶ್ರೀ,I-LOC
ರಾಜರಾಜೇಶ್ವರೀ,I-LOC
ದೇವಲ್ಯಡ್,O
ಧನುರ್ಮಾಸದ,O
ಪದಚ್ಚಿಲ್,O
ಉಚ್ಚಯ,O
ಡಿ.31,B-DATE
ರ್ದ್,O
ಜ.2,B-DATE
ಮುಟ್ಟ,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಡಿ.31,B-DATE
ಕ್ಕ್,O
ಶ್ರೀ,B-PER
ಭದ್ರಕಾಳಿ,I-PER
ದೇವೆರೆಗ್,O
ವರ್ಷಾವಧಿದ,O
ಮಲ್ಲ,O
ಗಾಯತ್ರಿ,B-PER
ಪೂಜೆ,B-FUN
ಜ.1,B-DATE
ಕ್ಕ್,O
ಶ್ರೀ,O
ದೇವಿಗ್,B-PER
ರಂಗಪೂಜೆ,B-FUN
ಬೊಕ್ಕ,O
ಜ.2,B-DATE
ಕ್ಕ್,O
ಕೊಡಮಣಿತ್ತಾಯ,O
ದೈವೊದ,O
ನೇಮ,O
ನಡಪರೆ,O
ಉಂಡು,O
ಪಂದ್,O
ಪೊಳಲಿ,O
ದೇವಲ್ಯದ,O
ಆಡಳಿತ,B-ORG
ಮಂಡಳಿ,I-ORG
ಬೊಕ್ಕ,O
ಕಾರ್ಯನಿರ್ವಹಣಾಧಿಕಾರಿ,O
ಪ್ರಕಟಣೆಡ್,O
ತೆರಿಪಾದೆರ್.,O
*,O
174,B-NUM
ಭಾಯಂದರ್,B-PER
ಸ್ವಾಮಿ,I-PER
ಶರಣಂ,I-PER
ಅಯ್ಯಪ್ಪ,I-PER
ಭಕ್ತ,I-ORG
ವೃಂದ,I-ORG
ಚಾರಿಟೇಬಲ್,I-ORG
ಟ್ರಸ್ಟ್,I-ORG
(ರಿ.),I-ORG
*,O
ದ,O
29,B-NUM
ವರ್ಷದ,O
ಅಯ್ಯಪ್ಪ,O
ಮಹಾಪೂಜೆ,B-FUN
ಡಿ.27,B-DATE
ಬುಧಾರ,O
ಭಾಯಂದರ್,B-LOC
ದ,O
ಸಂತೋಷ್,B-PER
ಸಿನೆಮಾದ,O
ಎದುರುಡು,O
ಇಪ್ಪುನ,O
ರೋಷನ್,O
ಬಿಲ್ಡಿಂಗ್,O
ದ,O
ಅಂಗಡಿ,O
ನಂಬ್ರ,O
13,B-NUM
ಟ್ಟ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಬೆದ್ರ,B-LOC
ಮಣಿಕಂಠ,O
ಕ್ಷೇತ್ರದ,O
ದಿ.,O
*,O
ರಮೇಶ್,B-PER
ಶಾಂತಿ,I-PER
ಗುರುಸ್ವಾಮಿ,I-PER
ಮೆರೆನ,B-COM
ಮಗೆ,B-FAM
ಶಿವಾನಂದ,B-PER
ಶಾಂತಿ,I-PER
ಗುರುಸ್ವಾಮಿ,I-PER
ಮೆರೆನ,B-FAM
ಮುತಾಲಿಕೆಡ್,O
ಗೌಜಿಡ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
Read,O
more…175,O
ಧರ್ಮಸ್ಥಳ,B-LOC
ಕರ್ನಾಟಕ,B-LOC
ಕಾರ್ಯನಿರತ,O
ಪತ್ರಕರ್ತೆರೆನ,B-ROL
ಸಂಘ,B-ORG
ಬೊಕ್ಕ,O
ದಕ್ಷಿಣ,B-LOC
ಕನ್ನಡ,I-LOC
ಜಿಲ್ಲಾ,B-GPE
ಕಾರ್ಯನಿರತ,B-ORG
ಪತ್ರಕರ್ತೆರೆನ,I-ORG
ಸಂಘದ,I-ORG
ಒಟ್ಟುಸೇರಿಗೆಡ್,O
ಅಡ್ಯಾರ್,B-LOC
ಸಹ್ಯಾದ್ರಿ,I-LOC
ಕ್ರೀಡಾಂಗಣಡ್,I-LOC
ಜ.5,B-DATE
ರ್ದ್,O
ಕ್ಯಾ.ಪ್ರಾಂಜಲ್,B-PER
ಗೌರವಾರ್ಥವಾದ್,O
‘ಕೆಯುಡಬ್ಲ್ಯುಜೆ,B-ORG
ಬ್ರ್ಯಾಂಡ್,I-ORG
ಕುಡ್ಲ,B-LOC
ರೋಹನ್, B-SPT
ಕಪ್,I-SPT
ಕ್ರಿಕೆಟ್,I-SPT
ಪಂತೊ,I-SPT
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಪಂತೊದ,O
ಲೆಪ್ಪೋಲೆನ್,O
ಶ್ರೀ,O
ಕ್ಷೇತ್ರ,O
ಧರ್ಮಸ್ಥಳದ,B-LOC
ಧರ್ಮಾಧಿಕಾರಿ,O
ರಾಜ್ಯ,B-POL
ಸಭಾ,I-POL
ಸದಸ್ಯೆರ್,I-POL
ಡಾ.ಡಿ.,B-PER
*,O
ವೀರೇಂದ್ರ,B-PER
ಹೆಗ್ಗಡೆ,I-PER
ಸೋಮಾರ,O
ಶ್ರೀಕ್ಷೇತ್ರ,B-LOC
