Words,NER Tag
ಗುರ್ಕಾರ್ಲಾಯಿನ,B-ROL
ಸುದೀಪ್,B-PER
ಕುಮಾರ್,I-PER
ಶೆಟ್ಟಿ,I-PER
",",O
ನೆಟ್ಲಮುಡ್ನೂರು,B-LOC
ಗ್ರಾಮ,B-ORG
ಪಂಚಾಯಿತ್,I-ORG
ಸದಸ್ಯ,B-ROL
ಲತೀಫ್,B-PER
ನೇರಳಕಟ್ಟೆ,I-PER
",",O
ವಿಟ್ಲಪಡ್ನೂರು,B-LOC
ಗ್ರಾ.ಪಂ.,B-ORG
ಮಾಜಿ,B-ROL
ಸದಸ್ಯ,I-ROL
ಸಿದ್ದೀಕ್,B-PER
ಸರವು,I-PER
",",O
ಬ್ಲಾಕ್,B-ORG
ಯುವ,I-ORG
ಕಾಂಗ್ರೆಸ್,I-ORG
ಸಲಹೆಗಾರೆರಾಯಿನ,B-ROL
ಉಮ್ಮರ್,B-PER
ಕುಂಞಿ,I-PER
ಸಾಲೆತ್ತೂರು,I-PER
",",O
ಯುವ,B-ORG
ಕಾಂಗ್ರೆಸ್,I-ORG
ಸಮಿತಿ,I-ORG
ಪದಾಧಿಕಾರಿಲಾಯಿನ,B-ROL
ಸಂದೀಪ್,B-PER
ವೀರಕಂಭ,I-PER
",",O
ಪ್ರಸಾದ್,B-PER
ನರಿಕೊಂಬು,I-PER
",",O
ಹಫೀಜ್,B-PER
ಸಾಲೆತ್ತೂರು,I-PER
",",O
ಆಲಿಂ,B-PER
",",O
ರಾಹುಲ್,B-PER
ಬಿ.ಸಿ,I-PER
ರೋಡ್,I-PER
",",O
ಸಿರಾಜ್,B-PER
ಮದಕ,I-PER
",",O
ಗೀತೇಶ್,B-PER
ಕರ್ಕೇರಾ,I-PER
",",O
ಇಸ್ರಾರ್,B-PER
ಗೂಡಿನಬಳಿ,I-PER
",",O
ಶರೀಫ್,B-PER
ಭೋಯಾ,I-PER
ಆಲಡ್ಕ,I-PER
ಪಾಲ್ಪಡೆದಿತ್ತೆರ್,O
.,O
ಕೋವಿಡ್,B-MED
ಮಾರ್ಗಸೂಚಿ,B-POL
ಉಲ್ಲಂಘನೆ,I-POL
:,O
ಕಾಪುಡು,B-LOC
92,B-NUM
ಗಾಡಿ,B-TRS
ಪೊಲೀಸೆರ್ನ,B-ROL
ವಶ,B-POL
ಕಾಪು,B-LOC
ಇನ್ಸ್‍ಪೆಕ್ಟರ್,B-ROL
ಕಚೇರಿ,B-ORG
ವ್ಯಾಪ್ತಿಡ್,B-LOC
ಒಟ್ಟು,O
92,B-NUM
ಗಾಡಿಲೆನ್,B-TRS
ಜಪ್ತಿ,B-POL
ಮಲ್ದೆರ್,O
.,O
ಕೋವಿಡ್-19,B-MED
ಮಾರ್ಗಸೂಚಿ,B-POL
ಉಲ್ಲಂಘನೆ,I-POL
ಮಲ್ತಿನ,O
ಪ್ರಕರಣಗ್,B-POL
ಸಂಬಂಧಿ,O
ಎಪ್ರಿಲ್,B-DATE
21ರ್ದ್,B-NUM
ಮೇ,B-DATE
20,B-NUM
ಮುಟ,O
ಒಟ್ಟು,O
41,B-NUM
ಪ್ರಕರಣಲು,B-POL
ಬೊಕ್ಕ,O
ಅನಗತ್ಯ,O
ವಾಹನ,B-TRS
ಸಂಚಾರಗ್,B-POL
ಸಂಬಂಧ,O
92,B-NUM
ಗಾಡಿದ,B-TRS
ವಿರುದ್ಧ,B-POL
ಪ್ರಕರಣ,I-POL
ಧಾಖಲಾತುಂಡು,O
.,O
ಬೇತೆ,O
ಬೇತೆ,O
ಕಡೆ,B-LOC
ಮಾರ್ಗಸೂಚಿ,B-POL
ಉಲ್ಲಂಘನೆ,I-POL
ಸಂಬಂಧ,O
ಕಾಪು,B-LOC
ಇನ್ಸ್‍ಪೆಕ್ಟರ್,B-ROL
ಕಚೇರಿರ್ದ್,B-ORG
10,B-NUM
",",O
ಕಾಪು,B-ORG
ಠಾಣೆಡ್,I-ORG
12,B-NUM
",",O
ಶಿರ್ವ,B-LOC
8,B-NUM
",",O
ಪಡುಬಿದ್ರಿ,B-LOC
11,B-NUM
ಪ್ರಕರಣಲು,B-POL
ದಾಖಲಾತುಂಡು,O
.,O
ಅನಗತ್ಯ,O
ವಾಹನ,B-TRS
ಸಂಚಾರಗ್,B-POL
ಸಂಬಂಧ,O
ಕಾಪು,B-LOC
ಇನ್ಸ್ಪೆಕ್ಟರ್,B-ROL
ಕಚೇರಿರ್ದ್,B-ORG
17,B-NUM
ಗಾಡಿ,B-TRS
",",O
ಕಾಪು,B-ORG
ಠಾಣೆ,I-ORG
ವ್ಯಾಪ್ತಿಡ್,B-LOC
37,B-NUM
ಗಾಡಿ,B-TRS
",",O
ಶಿರ್ವ,B-LOC
ಠಾಣಾ,B-ORG
ವ್ಯಾಪ್ತಿಡ್,B-LOC
23,B-NUM
ವಾಹನಲು,B-TRS
",",O
ಪಡುಬಿದ್ರಿ,B-ORG
ಠಾಣಾ,I-ORG
ವ್ಯಾಪ್ತಿಡ್,B-LOC
15,B-NUM
ಗಾಡಿ,B-TRS
ಸೇರಿ,O
ಒಟ್ಟು,O
92,B-NUM
ಗಾಡಿಲೆನ್,B-TRS
ವಶಕ್,B-POL
ದೆತೊoದೆರ್,O
ಪಂದ್,O
ಇನ್ಸ್‍ಪೆಕ್ಟರ್,B-ROL
ಪ್ರಕಾಶ್,B-PER
ತೆರಿಪಾದೆರ್,O
.,O
ಹುಷಾರ್,B-MED
ದಾಂತೆ,I-MED
ತೀರ್ಪೋಯಿನ,B-FAM
ನಿವೃತ್ತ,B-ROL
ಧರ್ಮಗುರು,I-ROL
ವಂ.ವಿನ್ಸೆಂಟ್,B-PER
ವಿಕ್ಟರ್,I-PER
ಮಿನೇಜಸ್,I-PER
-75,B-NUM
ಪೇಂಟೆದ,B-GPE
ಖಾಸಗಿ,B-ORG
ಆಸ್ಪತ್ರೆಡ್,I-ORG
ಗುರುವಾರ,B-DATE
ತೀರ್ಪೋಯೆರ್,B-FAM
.,O
1945ಟ್ಟ್,B-NUM
ವೆಲೆನ್ಸಿಡ್,B-PER
ಪುಟ್ಟಿನ,B-FAM
ಮೇರ್,O
1974ಟ್ಟ್,B-NUM
ಕುಡ್ಲ,B-LOC
ಧರ್ಮಪ್ರಾಂತದ,B-ORG
ಧರ್ಮಗುರುವಾದ್,B-ROL
ದೀಕ್ಷೆ,I-ROL
ಪಡೆಯೆರ್,O
.,O
ಐರ್ದ್,O
ಬೊಕ್ಕ,O
ಕಿರೆಂ,B-LOC
ಬೊಕ್ಕ,O
ಬಿಜಯ್ರ್ದ್,B-LOC
ಬೊಕ್ಕ,O
ನಾರಂಪಾಡಿ,B-LOC
",",O
ಪೆರ್ನಾಲ್,B-LOC
",",O
ಮಿಯಾರ್,B-LOC
",",O
ಕಾಸ್ಸಿಯಾ,B-LOC
",",O
ದೇರೆಬೈಲ್,B-LOC
",",O
ಪಾಲ್ದಾನೆ,B-LOC
ಚರ್ಚುಡ್,B-ORG
ಸಹಾಯಕ,B-ROL
ಧರ್ಮ,I-ROL
ಗುರುವಾದ್,B-DATE
ಸೇವೆ,O
ಮಲ್ತೆರ್,O
.,O
ನಿವೃತ್ತಿದ,O
ಬೊಕ್ಕ,O
ಮೇರ್,O
ಜೆಪ್ಪುದ,B-LOC
ವಿಶ್ರಾಂತ,B-PER
ಧರ್ಮಗುರುಕ್ಲೆನ,I-PER
ನಿವಾಸಡ್,B-ORG
ಇತ್ತೆರ್,O
.,O
ಎನ್ಆರ್ಐ,B-ORG
ನಕ್ಲೆನೊಟ್ಟಿಗೆ,O
ಪೊಲೀಸ್,B-ROL
ಕಮಿಷನರ್,I-ROL
ವೆಬಿನಾರ್,B-ORG
ಎನ್‌ಆರ್‌ಐ,B-ORG
ಜೊತೆ,O
ನಗರ,B-ROL
ಪೊಲೀಸ್,I-ROL
ಕಮಿಷನರ್,I-ROL
ಎನ್.,B-PER
ಶಶಿಕುಮಾರ್,I-PER
ವೆಬಿನಾರ್,B-ORG
ನಡಪಾಯರೇ,O
ಉಲ್ಲೆರ್,O
ಪಂದ್,O
ಪೊಲೀಸ್,B-ROL
ಮೂಲ,I-ROL
ತೆರಿಪಾದುಂಡು,O
.,O
ಭಾರತೀಯ,B-ORG
ಕಾಲಮಾನ,I-ORG
ಮಧ್ಯಾಹ್ನ,B-DATE
12,B-NUM
ಗಂಟೆಗ್,B-DATE
ವೆಬಿನಾರ್,B-ORG
(ಸಮನ್ವಯ),I-ORG
ಸುರು,O
ಆಯೆರೆ,O
ಉಂಡು,O
",",O
ನೆಟ್ಟ್,O
ವಿದೇಶಡ್,B-GPE
ಉಪ್ಪುನ,O
ಅನಿವಾಸಿ,B-COM
ಭಾರತೀಯೆರ್,I-COM
ತಮ್ಮ,O
ಅಭಿಪ್ರಾಯಲೆನ್,O
ಪಟ್ಟರೆ,O
ಉಲ್ಲೆರ್,O
.,O
ಕುಡ್ಲ,B-LOC
ನಗರ,I-LOC
ವ್ಯಾಪ್ತಿಡ್,I-LOC
ಕೋವಿಡ್,B-MED
ಪೊರ್ತುಡು,B-DATE
ಅನಿವಾಸಿ,B-COM
ಭಾರತೀಯೇರ್ನ,I-COM
ಪೋಷಕೆರ್,B-FAM
",",O
ಕುಟುಂಬದಕುಲು,B-FAM
ಎದುರಿಸಾವುನ,O
ಸವಾಲುಲು,O
ಬೊಕ್ಕ,O
ಸುರಕ್ಷತೆಗ್,O
ಸಂಬಂಧ,O
ವೆಬಿನಾರ್‌ಡ್,B-ORG
ಮುಕ್ತ,O
ಚರ್ಚೆಯಾಯೆರೆ,O
ಉಂಡು,O
ಪಂದ್,O
ಕಮಿಷನರ್,B-ORG
ಕಚೇರಿ,I-ORG
ಮೂಲ,I-ORG
ತೆರಿಪಾದೆರ್,O
.,O
18,B-NUM
ವರ್ಷ,B-DATE
ಮಿತ್ತ್ದ,O
ವಿಕಲಚೇತನೆರೆಗ್,B-COM
ಬೊಕ್ಕ,O
ಪೆರಿಯ,B-COM
ನಾಗರಿಕೆರೆಗ್,I-COM
ಲಸಿಕೆ,B-MED
ಕೊರೋನ,I-MED
ವೈರಸ್,I-MED
ಸೋಂಕು,I-MED
ತಡೆಗಟ್ಟರೆ,O
ರಾಜ್ಯ,B-ORG
ಸರಕಾರ,I-ORG
18,B-NUM
ವರ್ಷ,B-DATE
ಮಿತ್ತ್,O
ದಕ್ಲೆಗ್,O
ವಿಕಲಚೇತನೆರ್,B-COM
ಬೊಕ್ಕ,O
ಪೆರಿಯ,B-COM
ನಾಗರಿಕೆರೆಗ್,I-COM
ಕೋವಿಡ್-19,B-MED
ನಿಗ್ರಹ,I-MED
ಲಸಿಕೆನ್,I-MED
ಪಡೆಯೆರೆ,O
ಸೂಚಿಸಾದೆರ್,O
.,O
ಅಂಚಾದ್,O
ದ.ಕ.,B-LOC
ಜಿಲ್ಲೆಡ್,B-GPE
ವಾಸಿಸಾವೊಂದು,B-FAM
ಉಪ್ಪುನ,O
18,B-NUM
ವರ್ಷ,B-DATE
ಮಿತ್ತ್ದ,O
ವಿಕಲಚೇತನೆರ್,B-COM
ಬೊಕ್ಕ,O
60,B-NUM
ವರ್ಷ,B-DATE
ಮಿತ್ತ್,O
ಪೆರಿಯ,B-COM
ನಾಗರಿಕೆರ್,I-COM
ಕೋವಿಡ್-19,B-MED
ಲಸಿಕೆನ್,I-MED
ಪಡೆಯೆರೆ,O
ತಾಲೂಕು,B-ORG
ಪಂಚಾಯತ್,I-ORG
ವ್ಯಾಪ್ತಿಡ್,B-LOC
ಬೇಲೆ,B-ACD
ಮಲ್ತೊಂದು,O
ಉಪ್ಪುನ,O
ವಿವಿಧೋದ್ದೇಶ,B-ORG
ಪುನರ್ವಸತಿ,I-ORG
ಕಾರ್ಯಕರ್ತೆರೆನ್,B-ROL
ಸಂಪರ್ಕ,B-ACD
ಮಲ್ಪೋಲಿ,O
.,O
ಜಯಪ್ರಕಾಶ್,B-PER
(,O
ಕುಡ್ಲ,B-LOC
–,O
9110897458,B-NUM
),O
",",O
ಗಿರೀಶ್,B-PER
ಕುಮಾರ್,I-PER
(,O
ಬಂಟ್ವಾಳ,B-LOC
-9164645616,B-NUM
),O
",",O
ನವೀನ್,B-PER
ಕುಮಾರ್,I-PER
(,O
ಪುತ್ತೂರು,B-LOC
-7760620538,B-NUM
),O
",",O
ಅಕ್ಷತಾ,B-PER
(,O
ಕಡಬ,B-LOC
-7899579773,B-NUM
),O
",",O
ಚಂದ್ರಶೇಖರ,B-PER
ಬಿ.,I-PER
(,O
ಸುಳ್ಯ,B-LOC
-8105300057,B-NUM
),O
",",O
ಜೋನ್,B-PER
(,O
ಬೆಳ್ತಂಗಡಿ,B-LOC
-9480281513,B-NUM
),O
.,O
ಶ್ರೀನಿವಾಸ,B-ORG
ವಿವಿದ,O
ಎಂಕಾಂ,B-ACD
ರ‍್ಯಾಂಕ್,I-ACD
ಪ್ರಕಟ,O
ಪೇಂಟೆದ,B-GPE
ಶ್ರೀನಿವಾಸ,B-ORG
ವಿಶ್ವವಿದ್ಯಾನಿಲಯದ,I-ORG
ಕಾಲೇಜ್,I-ORG
ಆಫ್,I-ORG
ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್,I-ORG
ಆಯಂಡ್,I-ORG
ಕಾಮರ್ಸ್‌ದ,I-ORG
2020-21ನೇ,B-NUM
ಸಾಲ್ದ,O
ಎಂ.ಕಾಂ,B-ACD
ಪದವಿ,I-ACD
ಕೋರ್ಸ್,I-ACD
ರ್ಯಾಂಕ್,B-ACD
ಪಡೆತೆರ್,O
.,O
ಜೊವಿಟಾ,B-PER
ಡಯಾನ,I-PER
ಡಿಸೋಜ,I-PER
9.19,B-NUM
ಸಿಜಿಪಿಎ,B-ACD
ದೊಟ್ಟುಗು,O
ಪ್ರಥಮ,O
ರ್ಯಾಂಕ್,B-ACD
ಬೊಕ್ಕ,O
ಬಂಗಾರ್ದ,B-ACD
ಪದಕನ್,I-ACD
ಪಡೆತೆರ್,O
ಪಂದ್,O
ಸಿಎಂಸಿ,B-ROL
ಡೀನ್,I-ROL
ಪ್ರೊ.,B-PER
ಕೀರ್ತನ್,I-PER
ರಾಜ್,I-PER
ತೆರಿಪಾದೆರ್,O
.,O
ಪತ್ರಕರ್ತೆರೆಗ್,B-ROL
ವಿಶೇಷ,O
ಪ್ಯಾಕೇಜ್,B-POL
ಕೊರಿಯೆರೆ,O
ಮುಖ್ಯಮಂತ್ರಿಗ್,B-ROL
ಮನವಿ,B-POL
ಕೋವಿಡ್-19,B-MED
",",O
ಲಾಕ್‌ಡೌನ್,B-POL
ನೆಲೆಟ್ಟ್,O
ಸಂಕಷ್ಟಡ್,O
ಪತ್ರಕರ್ತೆರೆಗ್,B-ROL
ವಿಶೇಷ,O
ಪ್ಯಾಕೇಜ್,B-POL
ಘೋಷಣೆ,B-ACD
ಮಲ್ಪೊಡು,O
ಪಂದ್,O
ದ.ಕ.ಜಿಲ್ಲಾ,B-LOC
ಕಾರ್ಯನಿರತ,B-ROL
ಪತ್ರಕರ್ತರ,I-ROL
ಸಂಘದ,B-ORG
ವತಿರ್ದ್,O
ಮುಖ್ಯಮಂತ್ರಿ,B-ROL
ಬಿ.ಎಸ್.ಯಡಿಯೂರಪ್ಪಗ್,B-PER
ಮನವಿ,B-POL
ಮಲ್ದೆರ್,O
.,O
ಸಂಘದ,B-ORG
ರಾಜ್ಯಾಧ್ಯಕ್ಷ,B-ROL
ಶಿವಾನಂದ,B-PER
ತಗಡೂರ್,I-PER
ಮುಖೇನ,O
ಸಂಘದ,B-ORG
ಜಿಲ್ಲಾಧ್ಯಕ್ಷ,B-ROL
ಶ್ರೀನಿವಾಸ,B-PER
ನಾಯಕ್,I-PER
ಇಂದಾಜೆ,I-PER
ಮುಖ್ಯಮಂತ್ರಿಗ್,B-ROL
ಮಲ್ತಿನ,O
ಮನವಿಡ್,B-POL
ಕೋವಿಡ್-19,B-MED
",",O
ಲಾಕ್‌ಡೌನ್‌ರ್ದಾವರ,B-POL
ಪತ್ರಕರ್ತೆರ್,B-ROL
ಕಷ್ಟಡ್,O
ಉಲ್ಲೆರ್,O
.,O
ಐಟ್ಲಾ,O
ಮುಖ್ಯವಾದ್,O
ಗ್ರಾಮೀಣ,B-GPE
ಪ್ರದೇಶದ,I-GPE
ಪತ್ರಕರ್ತೆರ್ನ,B-ROL
ಶೋಚನೀಯವಾದುಂಡು,O
.,O
ಅಕ್ಲೆಗ್,O
ಸಂಬಳ,B-ACD
",",O
ಗೌರವಧನ,B-ACD
ಇಜ್ಜಂದಿಲಕ,O
ಆತುಂಡು,O
.,O
ಅಕ್ಲೆನ,O
ಕುಟುಂಬ,B-FAM
ಸಂಕಷ್ಟಗ್,O
ತಿಕೊಲ್ದುಂಡು,O
.,O
ಅಕ್ಲೆಗ್,O
ಜೀವನ,O
ಸಾಗಿಸಾವುನೆ,O
ಮಲ್ಲ,O
ಸವಾಲಾದುಂಡು,O
.,O
ಇಂಚೋಗು,B-DATE
ಸರಕಾರ,B-ORG
ಪತ್ರಕರ್ತೆರೆನ್,B-ROL
ಫ್ರಂಟ್‌ಲೈನ್,O
ವಾರಿಯಸ್,O
ಪಂದ್,O
ಘೋಷಣೆ,B-ACD
ಮಲ್ದೆರ್,O
ಕೇವಲ,O
ಕೋವಿಡ್,B-MED
ಲಸಿಕೆನ್,I-MED
ಮಾತ್ರ,O
ಕೊರ್ತುಂಡು,O
.,O
ಕೊಂಕಣಿ,B-ORG
ಪತ್ರಿಕೆ,I-ORG
ರಾಕ್ಣೊ,I-ORG
ನೆತ್ತ,O
ಸಂಪಾದಕೇರಾದ್,B-ROL
(1985-93),B-NUM
ಉದಯೋನ್ಮುಖ,O
ಬರಹಗಾರೆರೆನ್,B-ROL
ಪ್ರೋತ್ಸಾಹ,O
ಮಲ್ತಿನ,O
ಮೇರ್,O
‘ವಾಕಿಂಗ್,O
ಬೈಬಲ್’,O
ಪನ್ಪಿನ,O
ಪುದರ್,B-ACD
ಪಡೆದ್,O
ಇತ್ತೆರ್,O
.,O
ಕನಕದಾಸ,B-ORG
ಪೀಠ,I-ORG
ವತಿರ್ದ್,O
ಮೇ,B-DATE
23ಕ್ಕ್,B-NUM
ರಾಜ್ಯಮಟ್ಟದ,B-GPE
ಕವಿಗೋಷ್ಠಿ,B-FUN
ಕುಡ್ಲ,B-ORG
ವಿಶ್ವವಿದ್ಯಾನಿಲಯದ,I-ORG
ಕನಕದಾಸ,I-ORG
ಅಧ್ಯಯನ,I-ORG
ಪೀಠದ,I-ORG
ವತಿರ್ದ್,O
‘ತಲ್ಲಣಿಸದಿರು,B-ACD
ಕಂಡ್ಯ,I-ACD
ತಾಳು,I-ACD
ಮನವೇ’,I-ACD
ಪರಿಕಲ್ಪನೆದಡಿ,O
ರಾಜ್ಯಮಟ್ಟದ,B-GPE
ಕವಿಗೋಷ್ಟಿನ್,B-FUN
ಆನ್‍ಲೈನ್,B-ACD
ಮುಖೇನ,O
ಅಟ್ಟನೆ,O
ಮಲ್ದೆರ್,O
.,O
ಮೇ.,B-DATE
23,B-NUM
ಐತಾರ,B-DATE
ಬೈಯ್ಯಗ್,I-DATE
4.30ರ್ದ್,B-NUM
ಕವಿಗೋಷ್ಟಿನ್,B-FUN
ಪ್ರಸಿದ್ಧ,B-ROL
ಕವಿಲಾಯಿನ,I-ROL
ಎಚ್.,B-PER
ಡುಂಡೀರಾಜ್,I-PER
ಉದಿಪನ,O
ಮಲ್ಪರೆ,O
ಉಲ್ಲೆರ್,O
.,O
ಕುಡ್ಲ,B-ORG
ವಿಶ್ವವಿದ್ಯಾನಿಲಯದ,I-ORG
ಕುಲಪತಿ,B-ROL
ಪ್ರೊ.,B-PER
ಪಿ.ಎಸ್,I-PER
ಯಡಪಡಿತ್ತಾಯ,I-PER
ಗುರ್ಕಾರ್ಮೆ,O
ವಹಿಸರೆ,O
ಉಲ್ಲೆರ್,O
.,O
ಕವಿಲಾಯಿನ,B-ROL
ಆರ್,B-PER
ತಾರಿಣಿ,I-PER
ಶುಭದಾಯಿನಿ,I-PER
ಚಿತ್ರದುರ್ಗ,I-PER
",",O
ಆನಂದ,B-PER
ಋಗ್ವೇದಿ,I-PER
ದಾವಣಗೆರೆ,I-PER
",",O
ರಾಧಾಕೃಷ್ಣ,B-PER
ಬೆಳ್ಳೂರು,I-PER
ಕಾಸರಗೋಡು,I-PER
",",O
ಚಿದಾನಂದ,B-PER
ಸಾಲಿ,I-PER
ರಾಯಚೂರು,I-PER
ಬೊಕ್ಕ,O
ಕಾತ್ಯಾಯಿನಿ,B-PER
ಕುಂಜಿಬೆಟ್ಟು,I-PER
ಒಡಿಪು,I-PER
ಮೇರ್,O
ತಲ್ಲಣಿಸದಿರು,B-ACD
ಕಂಡ್ಯ,I-ACD
ತಾಳು,I-ACD
ಮನವೇ,I-ACD
ಪನ್ಪಿನ,O
ಪರಿಕಲ್ಪನೆಗ್,O
ಪೂರಕವಾಪಿಲಕ,O
ವರ್ತಮಾನದ,O
ತಲ್ಲಣನ್,O
ಮೀರುನ,O
ಬಗ್ಗೆ,O
ಕಬಿತೆ,B-ACD
ವಾಚಿಸಾಯೆರೆ,O
ಉಲ್ಲೆರ್,O
.,O
ಮೇ,B-DATE
23ರ್ದ್,B-NUM
ಐನ್,O
ದಿನ,B-DATE
ಕುಡೊಂಜಿ,O
ಚಂಡಮಾರುತ,B-LEF
‘ಯಾಸ್’,I-LEF
ಅಬ್ಬರ,I-LEF
ಸಾಧ್ಯತೆ,O
.,O
!,O
ಅರಬ್ಬಿಸಮುದ್ರಡ್,B-LEF
ವಾಯುಭಾರ,I-LEF
ಕುಸಿತರ್ದ್,I-LEF
ಲಕ್ಕಿನ,O
ತೌಕ್ತೇ,B-LEF
ಚಂಡಮಾರುತ,I-LEF
ಕರ್ನಾಟಕ,B-LOC
ಸೇರಿನಂಚ,O
ಬೇತೆ,O
ಬೇತೆ,O
ರಾಜ್ಯದ,B-GPE
ಕರಾವಳಿ,B-LOC
ಪ್ರದೇಶಡ್,I-LOC
ಮಲ್ಲ,O
ಹಾನಿ,B-POL
ಮಲ್ದುಂಡು,O
ಮಲ್ತಿನ,O
ಪಿರವುಡೇ,O
ಇತ್ತೆ,B-DATE
ಮೇ,B-DATE
23ಕ್ಕ್,B-NUM
ಕುಡೊಂಜಿ,O
ಚಂಡಮಾರುತ,B-LEF
ಯಾಸ್,I-LEF
ಬರ್ರೆ,O
ಉಂಡು,O
ಪಂದ್,O
ಹವಾಮಾನ,B-ORG
ಇಲಾಖೆ,I-ORG
ಮುನ್ಸೂಚನೆ,B-POL
ಕೊರ್ತುಂಡು,O
.,O
ಈ,O
ಚಂಡಮಾರುತ,B-LEF
ಐನ್,O
ದಿನ,B-DATE
ಆರ್ಭಟ,O
ತೂಜಾಯರೇ,O
ಉಂಡು,O
ಬಂಗಾಳಕೊಲ್ಲಿ,B-LOC
ಸಮುದ್ರಭಾಗಡ್,B-LEF
ಮೇ,B-DATE
23ಕ್ಕ್,B-NUM
ಸೃಷ್ಟಿಯಾಪುಂಡು,O
ನೆಕ್ಕ್,O
“ಯಾಸ್”,B-LEF
ಪಂದ್,O
ಪುದರ್,B-ACD
ದೀಯರೇ,O
ನಿರ್ಧಾರ,O
ಮಲ್ದೆರ್,O
ಪಂದ್,O
ಇಲಾಖೆ,B-ORG
ತೆರಿಪಾದುಂಡು,O
.,O
ಹವಾಮಾನ,B-ORG
ಇಲಾಖೆದ,I-ORG
ವರದಿ,B-ACD
ಪ್ರಕಾರ,O
ಬರ್ಪಿನ,O
ವಾರಡ್,B-DATE
ಬಂಗಾಳ,B-LOC
ಕೊಲ್ಲಿ,I-LOC
ಪ್ರದೇಶಡ್,B-GPE
ಈ,O
ಚಂಡಮಾರುತ,B-LEF
ಕಡಿಮೆ,O
ಪ್ರಮಾಣದ,O
ಒತ್ತಡಡ್,O
ತೋಜರೆ,O
ಉಂಡು,O
",",O
ಐರ್ದ್,O
ಬೊಕ್ಕ,O
ಇಂದು,O
ಜಾಸ್ತಿ,O
ಆಪಿನ,O
ಸಾಧ್ಯತೆ,O
ಉಂಡು,O
ಪಂದ್,O
ಹವಾಮಾನ,B-ORG
ಇಲಾಖೆದ,I-ORG
ಪ್ರಕಾರ,O
ಅಧಿಕಾರಿ,B-ROL
ಸುನೀತಾ,B-PER
ದೇವಿ,I-PER
ಪಂಡೆರ್,O
.,O
ಕಾಂಗ್ರೆಸ್,B-ORG
ವತಿರ್ದ್,O
ಮೂಜಿ,O
ಸಾರ,O
ಐಸೋಲೇಷನ್,B-MED
ಕಿಟ್,I-MED
ಮುಲ್ಕಿ,B-LOC
-,O
ಮೂಡುಬಿದಿರೆ,B-LOC
ಬ್ಲಾಕ್,B-ORG
ಕಾಂಗ್ರೆಸ್,I-ORG
ವತಿರ್ದ್,O
ಮೂಜಿ,O
ಸಾರ,O
ಕೋವಿಡ್,B-MED
ಐಸೋಲೇಶನ್,I-MED
ಕಿಟ್,I-MED
ವಿತರಣೆ,O
ಲೇಸ್ಗ್,B-FUN
ಮುಲ್ಕಿ,B-LOC
-,O
ಮೂಡುಬಿದಿರೆ,B-LOC
ಕ್ಷೇತ್ರದ,B-ORG
ಕಾಂಗ್ರೆಸ್,B-ROL
ಉಸ್ತುವಾರಿ,I-ROL
ಸಚಿವೆರಾಯಿನ,I-ROL
ಮಿಥುನ್,B-PER
ರೈ,I-PER
ಶುಕ್ರವಾರ,B-DATE
ಹಳೆಯಂಗಡಿದ,B-LOC
ಮುಲ್ಕಿ,B-LOC
ಬ್ಲಾಕ್,B-ORG
ಕಾಂಗ್ರೆಸ್,I-ORG
ಕಚೇರಿಡ್,I-ORG
ಚಾಲನೆ,O
ಕೊರಿಯೆರ್,O
.,O
ಮುಲ್ಕಿ,B-LOC
ಬೊಕ್ಕ,O
ಮೂಡುಬಿದಿರೆ,B-LOC
ಬ್ಲಾಕ್,B-ORG
ಕಾಂಗ್ರೆಸ್,I-ORG
ವ್ಯಾಪ್ತಿಡ್,B-LOC
ತಲಾ,O
"1,500",B-NUM
ಕೋವಿಡ್,B-MED
ಐಸೋಲೇಶನ್,I-MED
ಕಿಟ್ದಲಕ,I-MED
3,B-NUM
ಸಾರ,O
ಕಿಟ್,B-MED
ವಿತರಣೆಗ್,O
ಮಿಥುನ್,B-PER
ರೈ,I-PER
ಚಾಲನೆ,O
ಕೊರಿಯೆರ್,O
.,O
ಈ,O
ಪೊರ್ತುಡು,B-DATE
ಪಾತೆರಿನ,O
ಆರ್,O
",",O
ಮಾಜಿ,B-ROL
ಸಚಿವ,I-ROL
ಅಭಯಚಂದ್ರ,B-PER
ಜೈನ್,I-PER
ಮುತಾಲಿಕೆಡ್,B-POL
ಈ,O
ಕಿಟ್,B-MED
ಕೊರ್ಪಿನ,O
ಲೇಸ್,B-FUN
ಅಟ್ಟನೆ,O
ಮಲ್ದ,O
ಪಂದ್,O
ಪಂಡೆರ್,O
.,O
ವಿಕಿಕಾಮನ್ಸ್,B-ACD
ಮೂಲಕೊ,O
ವಿಕಿಪೀಡಿಯಟ್,B-ACD
ವಿಜ್ಞಾನ,I-ACD
",",O
ತಂತ್ರಜ್ಞಾನ,B-ACD
",",O
ಶೈಕ್ಷಣಿಕ,B-ACD
ಮಾಹಿತಿ,I-ACD
ಸೇರಾವುನ,O
ಅತ್ತಂದೆ,O
ಮಸ್ತ್,O
ವಿಷಯಗ್,B-ACD
ಸಂಬಂಧಪಟ್ಟಿನ,O
ಚಿತ್ರೊನ್,B-ACD
ಭಾರತೀಯ,B-LOC
ಭಾಸೆಗ್,B-ACD
ಮಸ್ತ್,O
ಕಡಿಮೆ,O
ಬಲಕೆ,O
ಉಂಡು,O
.,O
ಅಂಚಾತ್,O
